nk,sk,ratio
그는 쌀쌀하게 대답하였다.,그는 차갑게 대답했다.,0.35714285714285715
우에서 말한 일라이자며 이며 죠지아나는 벌써 객실에서 자기 어머니의 둘레에 모여앉아있었다.,방금 말한 일라이자와 존과 조지아나는 응접실에서 어머니 곁에 달라붙어 있었다.,0.44
그는 함께 걸어가면서 보이지 않는 그 무엇에 날카로운 시선을 집중하고있는듯하였다. 나는 그가 시선을 던지고있는 눈에 보이지 않는 그것을 보고싶었다.,"그의 곁에 붙어 따라가면서, 그가 격렬하고 무서운 시선을 쏟고 있는 것 같은, 눈에 보이지 않는 것을 나도 보고 싶었었다.",0.5975609756097561
그러나 나는 이것을 고칠수 있는 방법을 그 방법을 찾았다고 믿고있지.,이제 나는 나를 치유할 수 있는 수단을 발견했다고 믿고 있소.,0.5789473684210527
네 짐승 옆구리에 달린 네 날개 밑으로 사람의 손이 보였다. 넷이 다 얼굴과 날개가 따로따로 있었다.,생물의 네 면에 달린 날개 밑에는 사람의 손들이 있었고 네 생물에게 모두 얼굴과 날개가 있었다.,0.5
요컨대 야심과 마틸드에 대한 사랑때문에 그 녀자를 죽이려고 했으니까.,야심 때문이건 마틸드에 대한 사랑 때문이건 하여간 나는 부인을 죽이려 한 놈인데.,0.5555555555555556
그리고 대단히 수척하구! 불쌍하고 가엾어라!,그리고 이렇게 수척하고 가엾게도!,0.4583333333333333
주인은 점잖은 중년남자였다.,주인은 품위가 있어 보이는 중년의 남자였다.,0.5
하고 저는 다시 불렀는데 여전히 아무 대답도 없었어요.,하고 제가 다시 소리쳤어요. 그런데 여전히 조용했어요.,0.6333333333333333
단 납달리 갓 아셀,단 납달리 갓 아셀입니다.,0.2857142857142857
로체스터씨는 대답했다.,로체스타 씨는 대꾸했다.,0.23076923076923078
"리드부인, 템플선생과 다른 선생들에게도 말해둡시다.","리드 부인, 템플 선생과 다른 선생들에게 지시해 놓겠습니다.",0.30303030303030304
하고 성 존씨가 대답하였다.,라고 센트 존이 대답했다.,0.4666666666666667
너는 누구냐?,네가 누구냐?,0.2857142857142857
믿음이 없이는 하느님을 기쁘게 해드릴수 없습니다. 하느님께로 가까이 가는 사람은 하느님이 계시다는것과 하느님께서 당신을 찾는 사람들에게 상을 주신다는것을 믿어야 합니다.,믿음이 없이는 어느 누구도 하나님을 기쁘시게 할 수 없습니다. 하나님께 나아오는 자는 그가 계시다는 것과 그를 찾는 자들에게 상 주시는 분이라는 것을 진정으로 믿어야 합니다.,0.5257731958762887
더우기 그가 이렇게 말하는 사이에 나의 량심과 리성은 나를 배반하고 그의 말을 거역하는것은 죄악이라고 나를 비난하고있었다.,"그가 말하는 동안 내 양심과 이성이 나를 배신하고, 그에게 저항하는 것이 잘못이라고 나를 비난했다.",0.47058823529411764
나는 그의 앞에 무릎을 꿇고 앉아 그의 얼굴을 나에게로 돌렸다.,그의 옆에 꿇어 앉아서 그의 얼굴을 쿠션으로부터 나에게로 돌렸다.,0.4722222222222222
쥴리앙은 친구를 그뿐아니라 다른 그 어떤 사람도.서둘러서 만나보고싶은 생각은 조금도 없었다.,쥘리앵은 푸케든 다른 어느 누구든 서둘러 만나야 할 필요는 없었다.,0.5686274509803921
동쪽의 이 량반이 우리 시아버님이시여요.,이 어른이 우리 시아버님이시어요.,0.3181818181818182
우선 요한의 형 야고보를 잘라죽였다.,그는 요한의 형제 야고보를 칼로 죽였습니다.,0.3333333333333333
이것은 내 말이다. 야곱가문의 어른들은 들어라. 이스라엘 가문의 지도자들은 들어라. 무엇이 바른 일인지 알아야 할 너희가,그 때에 내가 말했다. 야곱의 지도자들아 들어라. 이스라엘 족속의 지도자들아 귀를 기울여라. 너희는 마땅히 정의를 알아야 한다.,0.49295774647887325
심봉사는 영문도 모르고 좋아서 고개를 끄덕끄덕 하며 말했다.,"심 봉사가 영문도 모르고 좋아서 고개를 끄떡끄떡하며,",0.30303030303030304
글쎄 아직 한달도 채 되지 않네만 셍 따망의 미쇼녀석에게 6천프랑을 벌게해줬다니까.,바로 한 달 전 일인데 생타망에 사는 미쇼란 녀석에게 6천 프랑을 벌게 해 줬지.,0.5652173913043478
그분에 대해선 아무 말씀 마세요.,그 분에 관해선 아무 말씀도 마세요.,0.15
"그리고 나이는 몇살이며 이름은 뭣이며 글을 읽고 쓸줄 아느냐, 바느질을 할줄 아느냐고 물었다.","나이는 몇 살이며 이름은 무엇이냐, 읽기 쓰기 바느질을 할 줄 아느냐고 물어보고 나서",0.5
저 사람은 이야기를 하는게 아니라 연설을 하는군.,저 사람은 연설을 하는 것이지 대화를 하는 게 아니오.,0.5666666666666667
그러나 그는 어쩐지 자기의 기대가 어긋난것으로 느꼈다.,그러나 그는 자신이 낙오자 같다는 느낌이 들었다.,0.5666666666666667
내가 속담에 귀를 기울이고 수금을 타며 수수께끼를 풀리라.,내가 지혜로운 말에 귀를 기울이고 수금을 타면서 나의 수수께끼를 풀 것입니다.,0.37209302325581395
너희 하느님 여호와께서 너희 선조 아브라함과 이삭파야곱에게 맹세로써 너에게 주겠다고 하신 그 땅에 너희를 이끌어들일 때가 되였다. 거기에는 너희가 세우지 않은 크고 아름다운 성읍들이 있고,여러분의 하나님 여호와께서 여러분의 조상 아브라함과 이삭과 야곱에게 약속하신 땅으로 여러분을 인도하시고 그 땅을 여러분에게 주실 것이오. 그 땅에는 여러분이 세우지 않은 크고 훌륭한 성들이 있소.,0.5229357798165137
내가 이제 다음과 같은 말을 덧붙여쓴다 해서 나를 탓하고싶은사람은 탓해도 좋다.,지금부터 말하는 것을 듣고 나를 비난하고 싶은 사람은 비난해도 좋다.,0.5909090909090909
내가 그 녀자와 결혼한다면 그 녀자가 나를 완전히 갱생시켜주리라고 생각하진 않소?,"만일 그 사람과 결혼하면, 그가 나를 힘차게 재생시켜 주리라고 생각하지 않소?",0.37777777777777777
당신의 눈은 사람의 눈과 같으시며 사람이 보는것만큼밖에는 보지 못하십니까.,당신의 눈이 사람의 눈과 같단 말입니까? 왜 사람이 보는 것처럼 판단하십니까?,0.4883720930232558
눈으로도 거의 알아볼수 있는 말이 입술우에서 떨고있었다.,말이 곧 튀어나올 듯이 입술 위에서 떨고 있었다.,0.5483870967741935
나의 뇌리를 펀뜻 스쳐간 생각이 과오였다고는 도저히 생각할수가 없소.,내 머릿속에 퍼뜩 떠오른 생각이 과오라고는 생각지 않소.,0.5526315789473685
"일라이자는 모자와 따스해보이는 위생복을 입고 닭모이를 주러 가는 길이였는데, 그 일은 그가 사뭇 좋아하는 일거리였으며 식모장에게 닭알을 팔아 그 돈을 저축하는것도 또한 그만 못지 않게 즐겨했다.","엘리자는 모자를 뒤집어 쓰고 따뜻하게 보이는 원예용 코트를 입고는 닭 모이를 주러 가는 중이었는데, 그것은 그녀가 좋아하는 일이었다. 또한 그녀는 우두머리 하녀에게 달걀을 강매하여 번 돈을 저축하는 것도 그에 못지 않게 좋아했다.",0.5
예수께서 여러 회당에서 가르치셨는데 모든 사람들에게서 칭찬을 받았다.,예수님께서는 회당에서 가르치셨으며 모든 사람들로부터 영광을 받으셨습니다.,0.375
그는 소리치면서 수첩과 연필을 집어넣었다.,그가 소리친다. 그러고는 연필과 종이를 치워놓는다.,0.6071428571428571
후작의 장인인 쇼느공작은 외아들이 에스빠냐에서 전사한후로 자기의 작위를 노르베르에게 넘겨주겠노라고 후작에게 몇번이나 말하지 않았던가.,"장인인 쇼느 공작은 외아들이 스페인에서 전사한 이래, 자기의 작위를 노르베르에게 물려 주고 싶다고 몇 번이나 말하지 않았던가?",0.32432432432432434
도서실에서도 얼마든지 자유롭게 그것도 고맙게도 완전히 자유롭게 나하고 얘기를 할수 있을게 아닌가!,"도서실에서도 얼마든지 자유롭게 얘기할 수 있는데,",0.5740740740740741
그애는 당신의 상대가 될거예요.,좋은 말벗이 될 거예요.,0.5882352941176471
다시 말씀드리겠는데 당신이 바란다면 저는 당신의 부목사로는 될지언정 절대로 안해로는 되지 않겠어요.,다시 말씀 드리지만 당신이 좋다면 당신의 부목사가 되겠지만 절대 당신의 아내가 되지는 않을 거예요.,0.509090909090909
차를 마시고나서 한시간이 지나 즐거운 분위기가 고조에 달했을 때 문을 두드리는 소리가 들렸다.,차를 마시고나서 한 시간가량 밤의 즐거움이 한창 무르익어 가고 있을 때문을 두드리는 소리가 들렸다.,0.36363636363636365
그것은 창피스런 직업도 아니고 보잘것 없는 일도 아니며 정신적으로 고상하지 못한 일도 아니다.,이것은 천한 일은 아니다. 가치 없는 일도 아니다. 정신적으로 타락하는 일도 아니다.,0.40384615384615385
기브아의 어른이라는것들이일어나 내가 묵고있던 집을 에워싸고 나를 죽이려 하였습니다. 그랬다가 내 첩을 보여 죽게 했던것 입니다.,그 날 밤 기브아 사람들이 나에게로 몰려왔습니다. 그들은 내가 묵고 있는 집을 에워싸고 나를 죽이려 했습니다. 그들은 나의 첩을 욕보이고 밤새도록 괴롭혔습니다. 그 때문에 내 첩이 죽고 말았습니다.,0.6090909090909091
엘리야는 그 돌 열두개로 여호와의 제단을 쌓았다. 그리고 제단 주위에는 곡식 두가마정도 들어갈만큼 큰 도랑을 팠다.,엘리야는 그 돌들을 가지고 여호와를 위해 제단을 쌓았습니다. 그리고 나서 제단 둘레에 곡식 종자를 두 세아 정도 담을 수 있는 작은 도랑을 팠습니다.,0.4457831325301205
"제인, 나는 당신의 결정에 따르겠소.",나는 당신의 결정에 따르겠소.,0.2
하고 쥴리앙은 한참 생각했다.,쥘리앵은 생각했다.,0.5
나는 당신을 멸시하오!,나는 당신을 경멸하오.,0.25
만일 누가 여러분을 찾아가서 이 교훈과 다른것을 전하거든 그를 집안으로 받아들이지도 말고 인사도 하지 마시오.,누군가가 이 가르침 이 외의 것을 가지고 여러분을 찾아오거든 그 사람을 집에 맞아들이지도 말고 인사도 하지 마십시오.,0.5076923076923077
나는 하늘에서 내려온 살아있는 빵이다. 이 빵을 먹는 사람은 누구든지 영원히 살것이다. 내가 줄빵은 곧 나의 살이다. 세상은 그것으로 생명을 얻게 될것이다. 라고 말씀하셨다.,나는 하늘에서 내려온 생명을 주는 빵이다. 누구든지 이 빵을 먹으면 영원히 살 것이다. 내가 줄 빵은 나의 살이다. 내 살은 세상에 생명을 준다.,0.4639175257731959
편안히 쉬시오.,가 주무시오.,0.625
땅은 꽁꽁 얼고 바람은 잔잔한데 행길에는 사람 하나 얼씬하지 않았다.,땅은 꽁꽁 얼어 붙었으며 바람 한 점 없는 한길에는 사람 그림자 하나 없이 조용한 길이었다.,0.5098039215686274
저에게는 훌륭한 집으로 보이는데요.,제겐 훌륭한 집으로 보입니다.,0.42105263157894735
그는 책상우에 새로 나온 시집 한권을 내놓았다.,그가 탁자위에 새로 출판된 시집을 한 권 올려놓았다.,0.41379310344827586
어느날밤 침실에 갈 시간이 되였다.,"어느 날 밤, 취침 시간이었다.",0.5263157894736842
그런데 어째서 나는 단화를 신어야 하나.,그런데도 나는 단화를 신어야 한다는 것이군.,0.4583333333333333
나는 자포자기가 되여 종당에는 타락하였소.,나는 자포자기 상태가 되었다가 다음에는 타락해 버렸소.,0.4
위엄을 잃지 않게 그들을 적당히 멀리해야 하지.,위신을 잃을까 싶어 적당한 거리에서 대해야 합니다.,0.6071428571428571
이 어린것만은 아직 나를 얕보지 않는군.,이 아이는 아직은 나를 멸시하지 않는구나.,0.4782608695652174
벌써 밤이였다.,밤이었다.,0.5
여름철에는 들장미로 유명하고 가을철에는 호두와 검은 딸기로 이름난곳이였다. 지금도 들장미와 아가위나무에는 산호같은 열매가 몇개 달려있었다.,"그곳은 여름에는 들장미, 가을에는 갖가지 나무 열매와 검정 딸기로 유명한 곳인데 지금은 들장미 열매와 당산나무 열매가 산호 빛깔의 보석처럼 매달려 있었다.",0.5581395348837209
어떤 사람이 옳게 살아서 죄가 없다고 하자.,만일 어떤 사람이 의롭게 살면서 올바른 일을 하고,0.5185185185185185
인간의 정의라는 야생적인 가는 뿌리에서 신의 정의라는 옳은 감정이 생겼지요.,인간의 정직이라는 야생의 질긴 뿌리로부터 신의 정의라는 정당한 의식을 길러냈습니다.,0.45652173913043476
나를 버리고 사라졌을 때에도 나는 그가 나를 사랑하고있다고 믿었소.,나를 버리고 갔을때도 나를 사랑하고 있는 줄만 믿고 있었소.,0.5135135135135135
여덟째는 여 사이 야형제와 아들 열둘이 뽑혔다.,여덟째는 여사야와 그의 아들과 친척 열두 명이 뽑혔습니다.,0.5
아마 안될지도 모른다.,어쩌면 받아 주지 않을지도 모른다.,0.5263157894736842
황제는 선의 말을 들은 즉시 신하들을 가까이 불러 형주일대의 백성을 구제하고 민심을 수습할 방책을 의논하면서 빨리 마땅한 인재를 찾아내라고 명하였다.,황제는 선의 말을 듣자마자 바로 신하들을 불러 형주 땅의 백성을 구제하고 민심을 수습할 방책을 의논하면서 어서 마땅한 인재를 찾으라고 명하였다.,0.1927710843373494
남자건 녀자건 극도의 궁핍에 빠지는 경우에 어떻게 하는지 나는 모른다.,남자이거나 여자이거나 막다른 빈곤에 이르렀을 때에는 어떻게 해야 하는 것인지를 나는 거의 모르고 있었다.,0.5862068965517241
로체스터씨의 눈처럼 크고 검은 그녀자의 눈은 몸에 장식한 보석처럼 반짝였어요.,눈은 로체스터 씨와 상당히 닮았어요. 크고 검은 눈이 그녀가 치장하고 있던 보석만큼 반짝거렸어요.,0.5740740740740741
다른 이야기를 말씀해주세요.,다른 이야기를 하세요.,0.26666666666666666
그때까지 줄곧 나를 지탱해주던 그 신기한 힘은 사라지고 대신 극심한 설음이 치밀어 나는 마루바닥에 쓰러져서 엉엉 소리를 내여 울었다.,지금까지 나의 마음을 붙잡아주던 이상한 힘이 사라져버리고 대신에 심한 슬픔이 엄습하여 나는 슬픔에 잠겨 마룻바닥에 엎드려서 소리를 내어 울었다.,0.5125
저는 쏜필드를 떠나는것이 퍽 슬퍼요.,전 손필드를 떠나는 게 슬퍼요.,0.3
하지만 저는 그렇게 생각하겠어요.,그래도 난 그렇게 생각하지 않을 수가 없어요.,0.56
이태가 지날무렵 어느날아침 나는 그가 불러주는대로 편지를 쓰고있었다. 그런데 갑자기 그는 다가오더니 나에게 몸을 굽히면서 말하였다.,"결혼한 지 2년이 되어갈 무렵의 어느 날 아침, 그이가 불러주는 편지를 받아 쓰고 있을 때, 그이가 가까이 와서 내 위에 몸을 굽히고 말했다.",0.5949367088607594
그것은 싸늘한 요람속에서 떨고있는 병든 아이처럼 내 가슴속에서 떨고있었다.,차가운 요람 속의 병든 아이처럼 내 마음속에서 그것이 몸을 떨었다.,0.5853658536585366
그들은 쥴리앙이 페병에 걸린줄로만 알고있었다.,그들은 쥘리엥이 폐병에 걸린 것으로 생각했다.,0.44
그렇지만 뭐니뭐니 해도 이렇게 내가 처음으로 모욕을 당하는건 그 젊은이때문이예요.,"하지만 그렇다 한들, 내가 난생처음 이런 모욕을 당했는데도그냥 넘어갈 수야.",0.6444444444444445
네가 내 딸들을 구박하거나 내 딸들을 두고다 른 녀자에게 장가를 들면 누가 우리를 보지 않는다. 하더라도 하느님께서 너와 나사이의 증인이 되신다.,만약 자네가 내 딸들을 못살게 굴거나 내 딸들을 놔 두고 다른 아내를 또 얻으면 비록 증인된 사람은 우리와 함께 있지 못할지라도 하나님께서 자네와 나 사이에 증인이 되실 것이네.,0.5050505050505051
그의 사랑은 미칠지경에까지 이르렀다.,마틸드의 연심은 미칠 듯이 복받쳤다.,0.65
그렇지만 워낙 년령차이가 심하니까요.,그렇지만 연령의 차이가 상당하답니다.,0.5
산굽이를 돌자 그늘진 구석에 이끼가 꺼멓게 덮인 큰 바위가 보였다.,모퉁이를 돌자 구석진 곳에 이끼로 거무스름해진 화강암 바위가,0.5675675675675675
"막비아스, 므술람, 헤실",막비아스와 므술람과 헤실과,0.21428571428571427
당신은 자립할수 있다구?,당신은 독립할 수 있는 여자라고?,0.4444444444444444
그것은 무모하고 어리석은짓이예요.,그런 건 당치않은. 어리석은 짓이지.,0.55
후작은 버럭 소리를 질렀다.,후작은 벽력같이 소리쳤다.,0.5333333333333333
그런데도 제가 당신을 버리고 그분에게 가야 한단말인가요?,그래도 내가 당신 곁을 떠나 그 사람에게 가지 않으면 안되나요?,0.5428571428571428
성 죤은 그때 책을 손에 들고있었다. 그는 책을 덮더니 얼굴을 쳐들었다.,세인트존이 손에 들고 있던 책을 덮고 고개를 들었다.,0.55
여호와께서 모세에게 이르셨다.,여호와께서 모세에게 말씀하셨습니다.,0.2631578947368421
나는 편지를 다시 썼다.,나도 또다시 편지를 썼다.,0.5
거기엔 도금한 글자로 로체스터 암즈라고 씌여있는것이 보였다.,거기엔 금빛 글자로 로체스터 암스라고 쓰여 있었다.,0.30303030303030304
나는 로대에 머무르고있었소.,나는 발코니에 계속 머물러 있었소.,0.47368421052631576
야님 벳다부아 아베가,야님 벧 답부아 아베가,0.25
나는 전혀 잠을 이루지 못하였다.,나는 그날 밤을 뜬눈으로 새웠던 것이다.,0.5909090909090909
부인이 그를 모나미라고 부른것은 이번이 처음이였다.,그녀가 몬 아미 라고 그를 불러준 것은 그때가 처음이었다.,0.59375
하지만 그분에게 편지를 보냈겠지요?,"하지만, 로체스타님에게 편지는 보냈겠지요.",0.34782608695652173
너희가 곡식단을 흔들어 바친 그 안식일 다음날부터 만일곱주간을 보내고,너희는 첫 곡식단을 가져와 흔들어서 바친 안식일 다음 날부터 칠 주를 꼭 차게 세어라.,0.5
쥴리아의 머리는 나면서부터 고수머리랍니다.,줄리아의 머리는 자연적인 고수머리랍니다.,0.2608695652173913
교장은 이일에 중개자로 나서줄것을 기꺼이 승낙했다.,주임 선생은 이 일의 중계인으로서 수고해 줄 것을 쾌히 승낙했다.,0.5277777777777778
"당신은 한번도 웃어본일이 없소, 에어선생?","당신은 전혀 웃질 않소, 에어 선생?",0.391304347826087
그들이 마틸드의 반박에서 탓할만한 언질을 잡은것은 고작 이것뿐이였다.,이것이 마틸드의 추론에서 그들이 발견한 모든 것이었다.,0.5526315789473685
바로 그 시각에 안방에 앉아있던 태수의 부인 장씨는 별안간 까닭없이 노곤해져서 그 자리에 쓰러져 잠이 들었다.,바로 그때 안방에 있던 태수의 부인 장 씨는 갑자기 까닭 없이 노곤해져서 쓰러져 잠이 들었다.,0.2786885245901639
널판자에는 금을 입히고 가로다지를 펼 널 판자의 고리는 금으로 만들고 가로 다지에도 금을 입혔다.,그들은 널빤지들을 금으로 입히고 널빤지의 옆면에는 빗장을 끼울 금고리를 만들었습니다. 그리고 빗장들도 금으로 입혔습니다.,0.6268656716417911
아가씨 아버님의 친척인 에어일가로부터 무슨 소식을 듣지 못하셨어요?,혹시 아가씨 아버님 친척인 에어 댁에서 무슨 소식 못 들었어요?,0.40540540540540543
이제는 돌아오시겠는지 어떻게 하시겠는지 알수 있게 되였군.,이제 돌아오실지의 여부를 알게 되겠지요.,0.59375
그 녀자는 말하였다.,그네는 말했다.,0.45454545454545453
예수께서 이렇게 말씀하시였다. 이 세상의 왕들은 강제로 백성들을 다스린다. 그리고 백성들에게 권력을 휘두르는 사람들은 백성의 은인으로 행세한다.,예수님께서 그들에게 말씀하셨습니다. 이방인들의 왕은 백성들 위에서 왕노릇 한다. 그리고 권력을 가진 사람들은 백성들에게 은인으로 불린다.,0.4875
이 세상에서 부자로 사는 사람들에게 명령하시오. 교만해지지 말며 믿을수 없는 부귀에 희망을 두지 말고 오히려 하느님께 희망을 두라고 이르시오. 하느님은 우리에게 모든것을 풍성히 주셔서 즐기게 해주시는분이십니다.,이 세상의 부자들에게 이 말을 전하십시오. 교만하지 말며 돈을 의지하지 말고 하나님께 소망을 두라고 가르치십시오. 하나님은 우리가 필요로 하는 모든 것을 주시며 또 그것을 누리게 하시는 분이십니다.,0.5299145299145299
리드부인은 어떻게 되셨수?,리드 부인은요?,0.6428571428571429
그런뒤에야 나는 다른 교원들과 함께 저녁을 먹었다.,이 일을 마치고 다른 교사들과 함께 저녁 식사를 들었다.,0.45161290322580644
당신은 날 의심하는것 같지만 나는 자기를 의심하지 않소.,당신 나를 의심하는 것 같구려. 난 나 자신을 의심하지 않소.,0.35294117647058826
죠지아나는 실망에 빠져있을 때에 동정해주지 않으며 두려울 때에 동무로 되여주지 않고 떠날 차비도 거들어주지 않는 엘리자와 함께 단둘이 남게 되는것을 두려워했다.,그네가 절망에 빠져 있어도 동정은 하지 않고 무서움 속에서도 아무 힘이 되어 주지 않고 또 여행 준비하는 데도 손 하나 거들어 주지 않았다고 했다. 조지아나는 일라이자와 단 둘이만 있는 것은 무섭다고 했다.,0.6260869565217392
브로클허스트 씨가 리드부인에게서 얻어들은 말을 무턱대고 과장해서 되풀이하고있지만 사실 너의 죄명이 무근거하다는것을 내가 알고있듯이말야.,브로클허스트 씨가 리드 부인으로부터 간접적으로 듣고 설득력 없이 과장해서 반복하는 이 비난으로부터 네가 결백하다는 것을 나는 알아.,0.6133333333333333
"샤쯔의 한쪽, 한팔은 피투성이가 되여있었다.",셔츠의 한쪽과 한쪽 팔이 피에 물들어 있었다.,0.52
공작은 무척 기쁘게 생각했다.,공작은 의기양양해서 그런 생각을 했다.,0.5238095238095238
선생 없이 사전만 가지고 어학을 공부하기란 참 힘든 일이군요.,어쨌든 선생님도 없이 사전만 가지고 외국어를 공부한다는 건 힘든 일이야.,0.4
메리는 그의 리상적인 매력으로 곱게 생긴 작은 입과 코를 례를 들었다.,메리는 매력적인 남성의 이상형으로 그의 앵두 같은 예쁜 작은 입과 잘생긴 코를 예로 들었다.,0.5098039215686274
그는 대답하지 않았다.,그는 대답이 없었다.,0.3333333333333333
그가 만일 제1부시장이 되였다가 후날 레날씨가 대의원으로라도 출세하는 날에 그뒤를 이어 시장자리에 올라가게 된다면 여러가지로 크게 보아주겠지.,"만약 그가 수석 부시장이 되고, 또 훗날 레날 씨가 의회의원으로라도 진출하여 그 후임 시장이 되면 여러모로 눈을 감아주리라.",0.5316455696202531
별이 한두개 눈에 띄였다.,별이 한두 개 보였다.,0.2857142857142857
그러자 이스라엘은 손을 엇갈리게 내밀어 동생인 에브라임의 머리에 오른손을 맏아들인 므낫세의 머리에는 왼손을 얹고,그러나 야곱은 자기 팔을 엇갈리게 해서 오른손을 작은 아들인 에브라임의 머리 위에 얹고 왼손은 맏아들인 므낫세의 머리 위에 얹었습니다.,0.48
그도 또한 감동되여있었던것이다.,그는 꽤 감명을 받았던 것이다.,0.5294117647058824
그러나 헤롯은 요한은 내가 목을 베여 죽이지 않았느냐. 그렇다면 소문에 들리는 그 사람은 도대체 누구란 말인가. 고 하면서 예수를 한번 만나보려고 하였다.,헤롯이 말했습니다. 내가 요한의 머리를 잘랐는데 이런 소문이 들리는 그 사람은 누구인가? 헤롯은 예수님을 한번 만나 보려고 하였습니다.,0.5348837209302325
제사장이 그 피부에 생긴 병을 진단해 보아 그 병든자리에 난 털이 희여지고 그 병든자리가 우묵하게 들어갔으면 그것은 문둥병이다. 이런것이 보이면 제사장은 그를 부정한 자라고 선언해야 한다.,제사장은 그 사람의 살갗에 난 병을 자세히 살펴보아라. 만약 병든 부분에 난 털이 하얗게 되었고 병든 부분이 다른 부분보다 우묵하게 들어갔으면 그것은 위험한 피부병이다. 제사장은 그 사람의 병든 부분을 잘 살핀 다음에 그 사람을 부정하다고 선언해야 한다.,0.5492957746478874
주님 한분이시고 믿음도 하나이고 세례도 하나이며,우리 주님도 한 분이시며 믿음도 하나고 세례도 하나입니다.,0.34375
굽어만 보셔도 땅은 떨고 다치기만 하셔도 산들은 연기를 뿜는구나.,주가 땅을 보시자 땅이 흔들립니다. 산들을 만지시자 산들이 연기를 뿜어 냅니다.,0.6136363636363636
삐라르사제에게는 의논하러 간대도 애당초에 받자 하지도 않을게고 알따미라백작은 무슨 음모에 가담하라는 권유따위나 할 위인인걸!,피라르 사제는 내 말을 첫마디도 들어주지 않을 테고 알타미라 백작은 무슨 음모에나 가담하라고 제안하겠지.,0.5652173913043478
나는 비틀거렸으나 이내 몸을 가눈 다음 의자에서 두어걸음 물러섰다.,나는 비틀거렸다. 넘어지지 않으려고 애쓰면서 그의 의자에서 한두 발자국 뒷걸음질 쳤다.,0.5625
경호대장은 요셉을 지명하여 그 시종들의 시중을 들게 하였다. 그들이 감옥에 들어온지 여러 날이 지났다.,경호대 대장은 요셉에게 두 죄수의 시중을 들게 했습니다. 그들은 얼마 동안 감옥에 갇혀 있었습니다.,0.5614035087719298
레위사람은 예수아의 일가 곧 가드미엘과 반누이와 호다야의 일가 74명이었다.,레위사람은 이러합니다. 호드야 의 자손 곧 예수아와 갓미엘의 자손이 칠십사 명입니다.,0.6382978723404256
기도가 끝나자 우리는 그와 헤여졌다.,기도가 끝나자 우리들은 그에게 작별 인사를 했다.,0.4444444444444444
"작은 화단의 주위에는 분홍아르메리아온, 새빨간 실국화 등이 곱게 피여있었고 들장미는 아침저녁 향료나 사과같은 냄새를 풍기고있었다.",조그만 화단 가장자리는 분홍빛 아르메리아와 새빨간 데이지가 화사한 모습을 드러내고 있었고 찔레꽃은 아침저녁으로 향료나 사과 같은 향기를 내뿜고 있었다.,0.4642857142857143
당신네 동네에서 묻은 발의 먼지를 당신들한테 털어놓고 갑니다. 그러나 하느님 나라가 다가왔다는것만은 알아두시오. 라고 일러주라.,우리 발에 묻은 너희 마을의 먼지를 털고 간다. 하나님 나라가 가까이 왔다는 것을 명심하여라.,0.6197183098591549
앞머리에 털이 빠졌을 경우에도 앞이마가 벗겨진것일뿐 그는 정한 사람이다.,앞머리의 털이 빠지면 이마 대머리다. 그러나 그는 깨끗하다.,0.575
그는 오래도록 나를 물끄러미 바라보았다.,그가 나를 오랫동안 뚫어져라 바라보았다.,0.5454545454545454
나는 내려가서 그가 말한 옷장으로 가 물건들을 찾아가지고 돌아왔다.,나는 방을 나와 그가 말한 옷 방을 찾은 다음 부탁받은 대로 옷을 챙겨서 돌아왔다.,0.5652173913043478
그리고 그의 눈은 그 눈물이 아름다운 얼굴로 방울져 내리는 자욱을 어디까지나 더듬어보고있었다.,그는 그 아름다운 얼굴에 흘러내리는 눈물 자국 하나하나까지 그려볼 수 있었다.,0.6346153846153846
리해하실만한 대답을 올리자면 시간이 퍽 걸릴것 같애요.,당신의 인정을 받을 만한 대답을 드리려면 시간이 좀 걸릴 것 같은데요.,0.4358974358974359
그렇지만 만약에 아이들의 목숨을 빼앗긴다면 그야말로 생지옥일거야.,"그렇지만 만약 아이들이 죽는다면, 이 세상의 삶부터가 지옥이 될 테지.",0.5897435897435898
적어도 내딴에는 행복했다.,적어도 나 나름대로의 즐거움이었다.,0.631578947368421
하고 웨치는 소리와 쿵 하고 넘어지는 소리가 나의 주의를 끌었던것이다.,하고 외쳤다. 그리고 뒹구는 소리에 내 정신은 쏠리었다.,0.6153846153846154
그러면 반장의 높은 걸상을 그들의 등뒤에 버티여주는것이였다.,그러면 조장은 높다란 걸상으로 그들을 받쳐 주었다.,0.5151515151515151
이분이신가요?,이 분이 선생이세요?,0.5454545454545454
도대체 로체스터씨는 어디 갔소?,도대체 로체스터 씨는 어디에 있는 거요?,0.3181818181818182
여기서 또 방해자의 야유가 들어왔으나 모두의 쉿하는 소리에 억눌리여 쑥 들어가고 말았다.,여기서 또다시 방해가 끼어들려 했지만 모두들 쉿. 하는 소리에 잠잠해지고 말았다.,0.5306122448979592
당신은 자연의 아름다움을 보는 눈을 가지고있으며 애착심도 풍부하니까.,"자연의 아름다움을 보는 눈도 있고, 또 골상학적으로 볼 때 천성적으로 애착심도 풍부한 것 같으니까.",0.5818181818181818
착한 사람이 나쁜 사람앞에서 쩔쩔 매는것은 샘물이 흐려지고 우물물이 썩는격이다.,의인이 악인에게 굴복하는 것은 우물이 흐려지고 샘이 썩는 것과 같다.,0.5909090909090909
